sentence1	sentence2	paraphrase_types	sentence1_segment_location	sentence2_segment_location	sentence1_tokenized	sentence2_tokenized	id
The broadside came during the recording Saturday night of a Christmas concert attended by top Vatican cardinals, bishops and many elite of Italian society, witnesses said.	The announcement was made during the recording of a Christmas concert attended by top Vatican cardinals, bishops, and many elite from Italian society, witnesses said.	[2, 6, 0, 0, 0, 0, 0]	[6, 2, 2, 6, 6, 6, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6]	[6, 2, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6]	['The', 'broadside', 'came', 'during', 'the', 'recording', 'Saturday', 'night', 'of', 'a', 'Christmas', 'concert', 'attended', 'by', 'top', 'Vatican', 'cardinals', ',', 'bishops', 'and', 'many', 'elite', 'of', 'Italian', 'society', ',', 'witnesses', 'said', '.']	['The', 'announcement', 'was', 'made', 'during', 'the', 'recording', 'of', 'a', 'Christmas', 'concert', 'attended', 'by', 'top', 'Vatican', 'cardinals', ',', 'bishops', ',', 'and', 'many', 'elite', 'from', 'Italian', 'society', ',', 'witnesses', 'said', '.\n']	197275bd93ce4432bb90bbfe5ad13726
Also Wednesday, a minibus detonated a roadside bomb in a Baghdad traffic tunnel, killing two people and wounding two others, hospital officials said.	Also today, a bomb explosion in a Baghdad traffic tunnel killed one civilian and wounded two others, Iraqi police said.	[2, 5, 6, 7, 0, 0, 0]	[6, 6, 6, 5, 5, 5, 5, 7, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 6, 0, 0, 6, 6]	[7, 6, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 7, 6, 6, 7, 7]	['Also', 'Wednesday', ',', 'a', 'minibus', 'detonated', 'a', 'roadside', 'bomb', 'in', 'a', 'Baghdad', 'traffic', 'tunnel', ',', 'killing', 'two', 'people', 'and', 'wounding', 'two', 'others', ',', 'hospital', 'officials', 'said', '.']	['Also', 'today', ',', 'a', 'bomb', 'explosion', 'in', 'a', 'Baghdad', 'traffic', 'tunnel', 'killed', 'one', 'civilian', 'and', 'wounded', 'two', 'others', ',', 'Iraqi', 'police', 'said', '.\n']	342c52c484e248189c35a89017dd44b3
But he added group performance would improve in the second half of the year and beyond.	De Sole said in the results statement that group performance would improve in the second half of the year and beyond.	[2, 5, 6, 7, 0, 0, 0]	[7, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[5, 5, 5, 7, 7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['But', 'he', 'added', 'group', 'performance', 'would', 'improve', 'in', 'the', 'second', 'half', 'of', 'the', 'year', 'and', 'beyond', '.']	['De', 'Sole', 'said', 'in', 'the', 'results', 'statement', 'that', 'group', 'performance', 'would', 'improve', 'in', 'the', 'second', 'half', 'of', 'the', 'year', 'and', 'beyond', '.\n']	9b8421e646a94a2aaa623ce01a5851f7
"""With Internet usage and broadband adoption continuing to escalate, marketers are throwing their weight and dollars behind interactive advertising,"" said IAB President and CEO Greg Stuart."	"""With Internet usage and broadband adoption continuing to escalate,"" Stuart says, ""marketers are throwing their weight and dollars behind interactive advertising."""	[1, 2, 6, 7, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 1, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['``', 'With', 'Internet', 'usage', 'and', 'broadband', 'adoption', 'continuing', 'to', 'escalate', ',', 'marketers', 'are', 'throwing', 'their', 'weight', 'and', 'dollars', 'behind', 'interactive', 'advertising', ',', ""''"", 'said', 'IAB', 'President', 'and', 'CEO', 'Greg', 'Stuart', '.']"	"['``', 'With', 'Internet', 'usage', 'and', 'broadband', 'adoption', 'continuing', 'to', 'escalate', ',', ""''"", 'Stuart', 'says', ',', '``', 'marketers', 'are', 'throwing', 'their', 'weight', 'and', 'dollars', 'behind', 'interactive', 'advertising', '.', ""''\n""]"	1c0d33aa8ab340e2bdc92da7ac86d7ec
"The nation, Bush said, ""will not stand by and wait for another attack, or trust in the restraint and good intentions of evil men."""	The United States ``will not stand by and wait for another attack, or trust in the restraint and good intentions of evil men,'' he declared.	[2, 5, 6, 7, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	"['The', 'nation', ',', 'Bush', 'said', ',', '``', 'will', 'not', 'stand', 'by', 'and', 'wait', 'for', 'another', 'attack', ',', 'or', 'trust', 'in', 'the', 'restraint', 'and', 'good', 'intentions', 'of', 'evil', 'men', '.', ""''""]"	"['The', 'United', 'States', '``', 'will', 'not', 'stand', 'by', 'and', 'wait', 'for', 'another', 'attack', ',', 'or', 'trust', 'in', 'the', 'restraint', 'and', 'good', 'intentions', 'of', 'evil', 'men', ',', ""''"", 'he', 'declared', '.\n']"	c6f8da661a2240fcb90ec01ea88c6923
The study was published Thursday in The New England Journal of Medicine (news - web sites).	The study was published today in the New England Journal of Medicine.	[2, 6, 7, 0, 0, 0, 0]	[6, 6, 6, 6, 0, 6, 2, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 6]	[7, 7, 7, 7, 6, 7, 2, 7, 7, 7, 7, 7, 7]	['The', 'study', 'was', 'published', 'Thursday', 'in', 'The', 'New', 'England', 'Journal', 'of', 'Medicine', '(', 'news', '-', 'web', 'sites', ')', '.']	['The', 'study', 'was', 'published', 'today', 'in', 'the', 'New', 'England', 'Journal', 'of', 'Medicine', '.\n']	3cd45b5b6907481ea5c917ca732695db
"In Uganda, the Rev Jackson Turyagyenda, an Anglican spokesman, said his church was ""very disappointed""."	"In Uganda, Anglican spokesman Jackson Turyagyenda said the church was ""very disappointed""."	[2, 3, 4, 6, 7, 0, 0]	[0, 0, 0, 4, 7, 4, 4, 4, 4, 4, 4, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0]	[7, 7, 7, 4, 4, 4, 4, 7, 2, 7, 7, 7, 7, 7, 7, 7]	"['In', 'Uganda', ',', 'the', 'Rev', 'Jackson', 'Turyagyenda', ',', 'an', 'Anglican', 'spokesman', ',', 'said', 'his', 'church', 'was', '``', 'very', 'disappointed', ""''"", '.']"	"['In', 'Uganda', ',', 'Anglican', 'spokesman', 'Jackson', 'Turyagyenda', 'said', 'the', 'church', 'was', '``', 'very', 'disappointed', ""''"", '.\n']"	e09b421e38204ed7ab3685238265f2b2
A company spokesman declined to comment further Wednesday, and a Redding Medical Center official didn't immediately return telephone calls.	A Tenet spokesman declined to comment Wednesday and a Redding Medical Center official did not return telephone calls seeking comment.	[2, 5, 6, 7, 0, 0, 0]	[7, 2, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['A', 'company', 'spokesman', 'declined', 'to', 'comment', 'further', 'Wednesday', ',', 'and', 'a', 'Redding', 'Medical', 'Center', 'official', 'did', ""n't"", 'immediately', 'return', 'telephone', 'calls', '.']"	['A', 'Tenet', 'spokesman', 'declined', 'to', 'comment', 'Wednesday', 'and', 'a', 'Redding', 'Medical', 'Center', 'official', 'did', 'not', 'return', 'telephone', 'calls', 'seeking', 'comment', '.\n']	a7ccf9b4302b42c397a0e385c6497a56
A day earlier, a committee appointed by reformist President Mohammad Khatami called for an independent judicial inquiry into Kazemi's death.	A day earlier, a committee appointed by President Mohammad Khatami had called for an independent inquiry into the 54-year-old photojournalist's death.	[1, 2, 6, 7, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 1, 7, 7, 7, 7, 7, 2, 2, 2, 7, 7, 7]	"['A', 'day', 'earlier', ',', 'a', 'committee', 'appointed', 'by', 'reformist', 'President', 'Mohammad', 'Khatami', 'called', 'for', 'an', 'independent', 'judicial', 'inquiry', 'into', 'Kazemi', ""'s"", 'death', '.']"	"['A', 'day', 'earlier', ',', 'a', 'committee', 'appointed', 'by', 'President', 'Mohammad', 'Khatami', 'had', 'called', 'for', 'an', 'independent', 'inquiry', 'into', 'the', '54-year-old', 'photojournalist', ""'s"", 'death', '.\n']"	17029718012d4e2bbad1b0e5e42c6557
"Earlier on Monday, Grant Thornton SpA repeated previous statements that it was ""a victim of fraudulent action""."	Grant Thornton claims that it too was the “victim” of a fraud.	[2, 3, 5, 6, 7, 0, 0]	[7, 7, 7, 7, 2, 2, 2, 2, 7, 7, 7, 7, 7, 0, 2, 7, 7, 3, 3, 0, 7]	[2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['Earlier', 'on', 'Monday', ',', 'Grant', 'Thornton', 'SpA', 'repeated', 'previous', 'statements', 'that', 'it', 'was', '``', 'a', 'victim', 'of', 'fraudulent', 'action', ""''"", '.']"	['Grant', 'Thornton', 'claims', 'that', 'it', 'too', 'was', 'the', '“victim”', 'of', 'a', 'fraud', '.\n']	ad518b21676e46459aefa57a55da7ba8
She had only a single condition, that the book not be published until her death.	She insisted, though, that it not be published until after her death.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 7, 7, 7, 7, 7, 7, 7]	[6, 0, 7, 7, 6, 6, 0, 6, 6, 6, 6, 7, 6, 6, 6]	['She', 'had', 'only', 'a', 'single', 'condition', ',', 'that', 'the', 'book', 'not', 'be', 'published', 'until', 'her', 'death', '.']	['She', 'insisted', ',', 'though', ',', 'that', 'it', 'not', 'be', 'published', 'until', 'after', 'her', 'death', '.\n']	ca15cb0136664eb1a3520c62c87fa5cd
However, commercial use of the 2.6.0 kernel is still months off for most customers.	Commercial releases of the 2.6 kernel by major Linux distributors still remain months away.	[2, 3, 6, 7, 0, 0, 0]	[7, 7, 0, 2, 0, 0, 3, 3, 2, 0, 0, 2, 7, 7, 7, 0]	[7, 2, 7, 7, 3, 3, 7, 7, 7, 7, 7, 2, 7, 2, 0]	['However', ',', 'commercial', 'use', 'of', 'the', '2.6.0', 'kernel', 'is', 'still', 'months', 'off', 'for', 'most', 'customers', '.']	['Commercial', 'releases', 'of', 'the', '2.6', 'kernel', 'by', 'major', 'Linux', 'distributors', 'still', 'remain', 'months', 'away', '.\n']	4d0744f517b2480ebcb011641d88705e
"""I feel that people that are sending these messages are infringing on my rights and everyone else's rights to use their computers,"" said McKechnie."	"The people who are sending these messages are infringing on my rights and everyone else's rights to use your computer,"" McKechnie said."	[2, 3, 5, 6, 7, 0, 0]	[0, 7, 7, 7, 3, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 0, 6, 0, 7, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	"['``', 'I', 'feel', 'that', 'people', 'that', 'are', 'sending', 'these', 'messages', 'are', 'infringing', 'on', 'my', 'rights', 'and', 'everyone', 'else', ""'s"", 'rights', 'to', 'use', 'their', 'computers', ',', ""''"", 'said', 'McKechnie', '.']"	"['The', 'people', 'who', 'are', 'sending', 'these', 'messages', 'are', 'infringing', 'on', 'my', 'rights', 'and', 'everyone', 'else', ""'s"", 'rights', 'to', 'use', 'your', 'computer', ',', ""''"", 'McKechnie', 'said', '.\n']"	f47308c246704003b392a658c57ddb45
"""The accusation that I misappropriated money from Jennifer Lopez is both untrue and offensive,"" Medina said in a statement."	"In response, Medina issued the following statement: ""The accusation that I misappropriated money from Jennifer Lopez is both untrue and offensive."	[2, 5, 6, 7, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[7, 7, 7, 6, 2, 2, 0, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6]	"['``', 'The', 'accusation', 'that', 'I', 'misappropriated', 'money', 'from', 'Jennifer', 'Lopez', 'is', 'both', 'untrue', 'and', 'offensive', ',', ""''"", 'Medina', 'said', 'in', 'a', 'statement', '.']"	['In', 'response', ',', 'Medina', 'issued', 'the', 'following', 'statement', ':', '``', 'The', 'accusation', 'that', 'I', 'misappropriated', 'money', 'from', 'Jennifer', 'Lopez', 'is', 'both', 'untrue', 'and', 'offensive', '.\n']	dfb432bece6c42bdb12b21e14ab50c09
The same flood that blocked the airport road also swamped a Federal Express depot.	The water blocking the airport road swamped several buildings, including a Federal Express depot.	[2, 3, 4, 6, 7, 0, 0]	[7, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['The', 'same', 'flood', 'that', 'blocked', 'the', 'airport', 'road', 'also', 'swamped', 'a', 'Federal', 'Express', 'depot', '.']	['The', 'water', 'blocking', 'the', 'airport', 'road', 'swamped', 'several', 'buildings', ',', 'including', 'a', 'Federal', 'Express', 'depot', '.\n']	06eb6eaa1b984c96b429d4d7f1abde16
HP's shipments increased 48 percent year-over-year, compared to an increase of 31 percent for Dell.	HPs shipments increased 48 per cent year-on-year, compared to an increase of 31 per cent for Dell.	[2, 6, 0, 0, 0, 0, 0]	[2, 2, 6, 6, 6, 0, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[2, 6, 6, 6, 0, 0, 2, 6, 6, 6, 6, 6, 6, 6, 2, 2, 6, 6, 6]	"['HP', ""'s"", 'shipments', 'increased', '48', 'percent', 'year-over-year', ',', 'compared', 'to', 'an', 'increase', 'of', '31', 'percent', 'for', 'Dell', '.']"	['HPs', 'shipments', 'increased', '48', 'per', 'cent', 'year-on-year', ',', 'compared', 'to', 'an', 'increase', 'of', '31', 'per', 'cent', 'for', 'Dell', '.\n']	e587dd585ea54a19a467663500d551fd
Stealing identities and credit card numbers with bogus e-mail and websites that appear to come from legitimate companies is an increasing problem on the Internet, federal officials warned Monday.	Stealing identities and credit-card numbers with bogus e-mail and Web sites that appear to come from legitimate companies is an increasing problem on the Internet, federal officials warned yesterday.	[2, 6, 0, 0, 0, 0, 0]	[6, 6, 6, 2, 2, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 2, 6, 6, 6, 6, 6, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['Stealing', 'identities', 'and', 'credit', 'card', 'numbers', 'with', 'bogus', 'e-mail', 'and', 'websites', 'that', 'appear', 'to', 'come', 'from', 'legitimate', 'companies', 'is', 'an', 'increasing', 'problem', 'on', 'the', 'Internet', ',', 'federal', 'officials', 'warned', 'Monday', '.']	['Stealing', 'identities', 'and', 'credit-card', 'numbers', 'with', 'bogus', 'e-mail', 'and', 'Web', 'sites', 'that', 'appear', 'to', 'come', 'from', 'legitimate', 'companies', 'is', 'an', 'increasing', 'problem', 'on', 'the', 'Internet', ',', 'federal', 'officials', 'warned', 'yesterday', '.\n']	2dcb5e41554b43a19b03b2be28066e4c
The report shows that drugs sold in Canadian pharmacies are manufactured in facilities approved by Health Canada - the FDA's counterpart in Canada.	The report shows that drugs sold in Canadian pharmacies are manufactured in facilities approved by Health Canada, which serves a similar role as the FDA for the Canadian government.	[4, 6, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 4, 4, 4, 4, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6]	"['The', 'report', 'shows', 'that', 'drugs', 'sold', 'in', 'Canadian', 'pharmacies', 'are', 'manufactured', 'in', 'facilities', 'approved', 'by', 'Health', 'Canada', '-', 'the', 'FDA', ""'s"", 'counterpart', 'in', 'Canada', '.']"	['The', 'report', 'shows', 'that', 'drugs', 'sold', 'in', 'Canadian', 'pharmacies', 'are', 'manufactured', 'in', 'facilities', 'approved', 'by', 'Health', 'Canada', ',', 'which', 'serves', 'a', 'similar', 'role', 'as', 'the', 'FDA', 'for', 'the', 'Canadian', 'government', '.\n']	9c1789a100c948f08ff7c591fe9d598e
July Brent rose 31 cents to $28.39 per barrel on London's International Petroleum Exchange.	Brent crude for July delivery fell 38 cents to $27.45 a barrel on London's International Petroleum Exchange.	[2, 6, 7, 0, 0, 0, 0]	[7, 2, 6, 6, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[2, 2, 7, 7, 7, 6, 6, 6, 6, 6, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6]	"['July', 'Brent', 'rose', '31', 'cents', 'to', '$', '28.39', 'per', 'barrel', 'on', 'London', ""'s"", 'International', 'Petroleum', 'Exchange', '.']"	"['Brent', 'crude', 'for', 'July', 'delivery', 'fell', '38', 'cents', 'to', '$', '27.45', 'a', 'barrel', 'on', 'London', ""'s"", 'International', 'Petroleum', 'Exchange', '.\n']"	61afaa17d9bf45acb5416085a2ea66c1
"""It still remains to be seen whether the revenue recovery will be short or long lived,"" he said."	"""It remains to be seen whether the revenue recovery will be short- or long-lived,"" said James Sprayregen, UAL bankruptcy attorney, in court."	[2, 5, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7]	"['``', 'It', 'still', 'remains', 'to', 'be', 'seen', 'whether', 'the', 'revenue', 'recovery', 'will', 'be', 'short', 'or', 'long', 'lived', ',', ""''"", 'he', 'said', '.']"	"['``', 'It', 'remains', 'to', 'be', 'seen', 'whether', 'the', 'revenue', 'recovery', 'will', 'be', 'short-', 'or', 'long-lived', ',', ""''"", 'said', 'James', 'Sprayregen', ',', 'UAL', 'bankruptcy', 'attorney', ',', 'in', 'court', '.\n']"	c84a1186cdf24290a82db0d21d38702d
"""We started our investigation of the child porn ring last year in August and soon realized that it was a big thing,"" Mr. Beer said."	"""We started our investigation of the child porn ring last year in August and soon realised that it was a big thing,"" Mr Beer told a packed press conference."	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 2, 7]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 7, 7, 7, 7, 0]	"['``', 'We', 'started', 'our', 'investigation', 'of', 'the', 'child', 'porn', 'ring', 'last', 'year', 'in', 'August', 'and', 'soon', 'realized', 'that', 'it', 'was', 'a', 'big', 'thing', ',', ""''"", 'Mr.', 'Beer', 'said', '.']"	"['``', 'We', 'started', 'our', 'investigation', 'of', 'the', 'child', 'porn', 'ring', 'last', 'year', 'in', 'August', 'and', 'soon', 'realised', 'that', 'it', 'was', 'a', 'big', 'thing', ',', ""''"", 'Mr', 'Beer', 'told', 'a', 'packed', 'press', 'conference', '.\n']"	cc4d9fb7ebd74904a7250f54877161aa
Mr. Rollins made $721,154 in salary and $243,389 in bonuses in the prior fiscal year.	Kevin Rollins, Dell's president, received $770,962 in salary and a bonus of just more than $2 million in fiscal 2003.	[1, 2, 6, 7, 0, 0, 0]	[2, 2, 0, 7, 7, 7, 7, 7, 7, 6, 0, 7, 7, 6, 6, 6, 6, 7]	[2, 2, 7, 7, 7, 7, 7, 0, 6, 6, 6, 6, 6, 0, 7, 0, 7, 7, 7, 6, 0, 0, 6, 0, 0, 6]	['Mr.', 'Rollins', 'made', '$', '721,154', 'in', 'salary', 'and', '$', '243,389', 'in', 'bonuses', 'in', 'the', 'prior', 'fiscal', 'year', '.']	"['Kevin', 'Rollins', ',', 'Dell', ""'s"", 'president', ',', 'received', '$', '770,962', 'in', 'salary', 'and', 'a', 'bonus', 'of', 'just', 'more', 'than', '$', '2', 'million', 'in', 'fiscal', '2003', '.\n']"	611a308ce13b4f29b11c127b93e3e0f7
The CFTC has been investigating several energy companies, including at least three Colorado companies, for manipulating energy markets by reporting false natural-gas trading prices to industry publications.	The federal agency has been investigating whether several energy companies manipulated energy markets by reporting false natural gas trading prices to industry publications.	[2, 5, 6, 0, 0, 0, 0]	[6, 2, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6]	[6, 2, 2, 6, 6, 6, 5, 6, 6, 6, 5, 6, 6, 6, 6, 6, 2, 2, 6, 6, 6, 6, 6, 6]	['The', 'CFTC', 'has', 'been', 'investigating', 'several', 'energy', 'companies', ',', 'including', 'at', 'least', 'three', 'Colorado', 'companies', ',', 'for', 'manipulating', 'energy', 'markets', 'by', 'reporting', 'false', 'natural-gas', 'trading', 'prices', 'to', 'industry', 'publications', '.']	['The', 'federal', 'agency', 'has', 'been', 'investigating', 'whether', 'several', 'energy', 'companies', 'manipulated', 'energy', 'markets', 'by', 'reporting', 'false', 'natural', 'gas', 'trading', 'prices', 'to', 'industry', 'publications', '.\n']	dd7db2ddabad41d39b2c31ca5e648bf3
The consensus estimate of analysts polled by Thomson First Call called for a profit of $1.70 per share.	Analysts polled by Reuters Research, a unit of Reuters Group Plc, on average forecast profit of $1.69 per share.	[2, 3, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 2, 2, 3, 3, 3, 3, 6, 3, 3, 7]	[7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 2, 3, 3, 3, 6, 3, 3, 7]	['The', 'consensus', 'estimate', 'of', 'analysts', 'polled', 'by', 'Thomson', 'First', 'Call', 'called', 'for', 'a', 'profit', 'of', '$', '1.70', 'per', 'share', '.']	['Analysts', 'polled', 'by', 'Reuters', 'Research', ',', 'a', 'unit', 'of', 'Reuters', 'Group', 'Plc', ',', 'on', 'average', 'forecast', 'profit', 'of', '$', '1.69', 'per', 'share', '.\n']	5af4ec3cb76e4c9fb414002fee8007eb
"""It was never our intention to sell the product,"" said Health Minister Anne McClellan, a skeptic of medical marijuana use."	"""It was never the intention of us to sell product,"" federal Health Minister Anne McLellan said yesterday in Edmonton."	[2, 3, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 2, 7, 7, 7, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 3, 0, 0, 7, 0, 0, 0, 0, 7, 7, 7, 7, 0]	"['``', 'It', 'was', 'never', 'our', 'intention', 'to', 'sell', 'the', 'product', ',', ""''"", 'said', 'Health', 'Minister', 'Anne', 'McClellan', ',', 'a', 'skeptic', 'of', 'medical', 'marijuana', 'use', '.']"	"['``', 'It', 'was', 'never', 'the', 'intention', 'of', 'us', 'to', 'sell', 'product', ',', ""''"", 'federal', 'Health', 'Minister', 'Anne', 'McLellan', 'said', 'yesterday', 'in', 'Edmonton', '.\n']"	cc8ee3d4df1644b09702b6def066a7b9
The subject was scarcely mentioned in his campaign, or in the national security strategy that is his administration's bible.	The subject was scarcely mentioned in his 2000 campaign, or in his administration's national security strategy.	[4, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 4, 4, 0, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 7]	"['The', 'subject', 'was', 'scarcely', 'mentioned', 'in', 'his', 'campaign', ',', 'or', 'in', 'the', 'national', 'security', 'strategy', 'that', 'is', 'his', 'administration', ""'s"", 'bible', '.']"	"['The', 'subject', 'was', 'scarcely', 'mentioned', 'in', 'his', '2000', 'campaign', ',', 'or', 'in', 'his', 'administration', ""'s"", 'national', 'security', 'strategy', '.\n']"	b47fab8217ec46f4a37680ae7d296834
